Tweet,preprocessed,Sentimen
"@ocichan_ @cruewiy @tanyakanrl Barang masuk gilaÂ²an hampir 90% dr tiktokshop, pdhl event blm mulai tp udh peak season",barang masuk gilaan hampir dari tiktok shop padahal event belum mulai tetapi sudah peak season,Negatif
"@55lyta karena, sampe saat tiktokshop di tegur soal perizinan, dia gak bertindak apa apa",karena sampai saat tiktok shop di tegur soal perizinan dia tidak bertindak apa apa,Netral
"@tempodotco Padahal udah jelas ya alasan tiktok shop di tutup, tapi masih aja banyak orang-orang yang gk suka .Padahal pemerintah mau lindungin UMKM. Buat seller tenang aja, masih banyak ecommers lain yang legal buat jd alternatif tempat jualan",padahal sudah jelas iya alasan tiktok shop di tutup tetapi masih saja banyak orang orang yang tidak suka padahal pemerintah mau lindungin umkm buat seller tenang saja masih banyak ecommers lain yang legal buat jadi alternatif tempat jualan,Positif
"Tiktok shop ditutup, 'body shop' di sini gak ditutup2 nih",tiktok shop ditutup body shop di sini tidak ditutup ini,Negatif
@tempodotco Semoga dengan ditutupnya tiktok shop bisa bantu seller buat bangkit lagi yaa.. Atau better pindah jualan ke ecomm lain aja yg lebih aman biar tetep bisa jualan..,semoga dengan ditutupnya tiktok shop bisa bantu seller buat bangkit lagi yaa atau better pindah jualan ke ecomm lain saja yang lebih aman biar tetep bisa jualan,Positif
@tanyakanrl Lah tiktok shop ditutup lantara perizinan njirr,lah tiktok shop ditutup lantara perizinan njirr,Netral
@tanyakanrl Tulisan inimah dari sebelum tiktok shop dihapus juga udah ada,tulisan inimah dari sebelum tiktok shop dihapus juga sudah ada,Netral
@callasunwoo iya ikut di banned gara Â² kasus tiktok shop ituu padahal barangnya pada lucu &amp  murceðŸ¥²,iya ikut di banned karena kasus tiktok shop ituu padahal barangnya pada lucu amp murce,Positif
@tanyakanrl gua butuh tiktok shop di kembalikann!!,saya butuh tiktok shop di kembalikann,Netral
"@tanyakanrl Tipikal manusia-manusia ngelunjak. Udah dipermudah dgn hapus tiktok shop, sekarang malah minta hapus online shop lain.  Najis gua harus belanja ke tanah abang. Ketimbang buka toko online aja sulit. Hape aja elit-elit, cuma dipake scroll sosmed doang, gak guna.",tipikal manusia manusia ngelunjak sudah dipermudah dengan hapus tiktok shop sekarang bahkan minta hapus online shop lain najis saya harus belanja ke tanah abang ketimbang buka toko online saja sulit seluler saja elit elit cuma dipake scroll sosial media doang tidak berguna,Negatif
"@MasGanteng_69 @tanyakanrl Yes setuju, klo tiktok gpp dilarang, soalnya bnyk permainan disana, apalagi soal fake buyer, dan penjual di TikTok shop yg bnyk flexing hartnya.   Klo ecommerce lain tpi keknya jga ga mngkin dihapus jga sih.",yes setuju kalau tiktok tidak apa-apa dilarang soalnya banyak permainan disana apalagi soal palsu buyer dan penjual di tiktok shop yang banyak flexing hartnya kalau toko online lain tetapi kayaknya juga tidak mngkin dihapus juga sih,Negatif
@callasunwoo jadi tuh sellerÂ² tiktok shop tuh lebih murah barangnya &amp  biasanya ada voucher ongkir gitu kann walaupun seller nya cuman ambil untung sedikit tapi penjualan nya naik. nah kasus itu yang bikin penjual di pasar offline sepi katanya jadi mereka tuh minta pemerintah banned tiktok shp,jadi tuh seller tiktok shop tuh lebih murah barangnya amp biasanya ada voucer ongkos kirim begitu kann walaupun seller nya cuman ambil untung sedikit tetapi penjualan nya naik nah kasus itu yang bikin penjual di pasar offline sepi katanya jadi mereka tuh minta pemerintah banned tiktok shp,Negatif
"@tanyakanrl Eh tapi masih aman kok, yg diminta hapus kan  Tiktok shoop bukan tiktok shop Shoopee bukan Shopee",eh tetapi masih aman kok yang diminta hapus kan tiktok shoop bukan tiktok shop shoopee bukan shopee,Positif
@convomfs Tapi tiktok shop udah ditutup,tetapi tiktok shop sudah ditutup,Negatif
"@tanyakanrl Apa sih anjir wkwk di shopee toko asing udh gak ada, Tiktok shop udh ditutup. Masih ada aja yg protes. Gak jelas amatðŸ¥² kata mak gue TA masih rameeee anjir. Mak gue baru kemaren ke sana. Di blok B, blok A, blok F masih serame biasanya. Julid mulu",apa sih anjing tertawa di shopee toko asing sudah tidak ada tiktok shop sudah ditutup masih ada saja yang protes tidak jelas amat kata ibu saya tanah abang masih rameeee anjing ibu saya baru kemarin ke sana di bodoh b bodoh a bodoh f masih serame biasanya julid melulu,Negatif
"@tanyakanrl Gausah merasa paling tersakiti yah, yg jualan di tiktokshop &amp  toko online lain jg butuh duit, sejak kmrn tiktokshop tutup umkm yg jualan di tiktokshop kehilangan penghasilan juga. Lagian org2 gimana mau ke TA kalo bayar parkir aja mahal bgt kek dipalak",gausah merasa paling tersakiti yah yang jualan di tiktok shop amp toko online lain juga butuh uang sejak kemarin tiktok shop tutup umkm yang jualan di tiktok shop kehilangan penghasilan juga lagian orang bagaimana mau ke tanah abang kalau bayar parkir saja mahal sangat seperti dipalak,Negatif
@tanyarlfes Karena duit tiktok shop ga bisa buat pemilu,karena uang tiktok shop tidak bisa buat pemilu,Netral
"@tanyakanrl okelah tiktokshop di tutup tapi kan olshop yang lain kayak si ijo itu udh dari lama adanya, namanya juga dagang pasti ada saingan, kerjaan tuh pasti ada +/- yg online ga di percaya karena takut barang palsu yang offline ngga di datengin karena ga ada waktu ga sempet atau kejauhan",okelah tiktok shop di tutup tetapi kan toko online yang lain seperti si hijau itu sudah dari lama adanya namanya juga dagang pasti ada saingan kerjaan tuh pasti ada yang online tidak di percaya karena takut barang palsu yang offline tidak di datengin karena tidak ada waktu tidak sempat atau kejauhan,Negatif
"@tanyakanrl anjir kemarin liat video bapa kurir yg kehilangan kerja grg tiktok shop dihapus. coba bayangin shopee lazada dll dihapus, mau sebanyak apa pengangguran di negeri konoha ini? rezeki mah udh ada yg ngatur jgn takut (rada kesel jg kalo minta semua olshop di hapus mah) hhhhh ðŸ˜’",anjing kemarin lihat video bapa kurir yang kehilangan kerja grg tiktok shop dihapus coba bayangin shopee lazada dan lain-lain dihapus mau sebanyak apa pengangguran di negeri konoha ini rezeki mah sudah ada yang mengatur jangan takut rada kesal juga kalau minta semua toko online di hapus mah hhhhh,Negatif
@tanyakanrl yang mencari nafkah di tiktokshop/affiliate berbesar hati untuk ngikutin aturan pemerintah dan beradaptasi dengan berbagai macam cara agar tetap bisa jualan dan mencari nafkah. nah baiknya agar pedagang offline juga turut adaptasi dan belajar terhadap perkembangan teknologi. lajuâ€¦,yang mencari nafkah di tiktok shopaffiliate berbesar hati untuk ngikutin aturan pemerintah dan beradaptasi dengan berbagai macam cara agar tetap bisa jualan dan mencari nafkah nah baiknya agar pedagang offline juga turut adaptasi dan belajar terhadap perkembangan teknologi laju,Netral
"@tanyakanrl Tiktok shop di hapus sih gue gak masalah yah, tp kalo shopee jangan sampe dehh",tiktok shop di hapus sih saya tidak masalah yah tetapi kalau shopee jangan sampai dehh,Netral
"@tanyakanrl dikira yg jualan di e-commerce itu robot apa wkwkw ga liat konten2 pegawai yg nangis waktu tiktokshop ditutup, mrk juga kerja ya anjir, sama kek lo semua cuma beda tempat aja. lagian ya di era internet kek gini harusnya para pedagang yg improve gitu bukan ngeluh krn sepi pembeli-",dikira yang jualan di e commerce itu robot apa wkwkw tidak lihat konten pegawai yang menangis waktu tiktok shop ditutup  mereka juga kerja iya anjing sama seperti kamu semua cuma beda tempat saja lagian iya di era internet seperti gini harusnya para pedagang yang improve begitu bukan mengeluh karena sepi pembeli,Negatif
@jteonghan dari tiktok shop kayaknya,dari tiktok shop kayaknya,Netral
@tanyakanrl Tuh kan ternyata udh tiktokshop dihapus ttp sepi wkwkwkwkw bangkhay,tuh kan ternyata sudah tiktok shop dihapus tetap sepi wkwkwkwkw bangkhay,Positif
@tanyakanrl Buka lagi aja tiktok shop yg kemarin ditutup sih kalo begini,buka lagi saja tiktok shop yang kemarin ditutup sih kalau begini,Negatif
@tanyakanrl Sebagai warga yang deket tanah abang juga gue engga kesana kok. Milih ke tempat lain. Ya emang bukan pangsa pasarnya disitu. Gaada hubungan juga sih ya sama tiktok shop,sebagai warga yang deket tanah abang juga saya engga kesana kok milih ke tempat lain iya memang bukan pangsa pasarnya disitu tidak ada uang hubungan juga sih iya sama tiktok shop,Netral
"@tanyakanrl Sebenernya penghapusan tiktok shop aja udah termasuk kemunduran, trus kalau mereka masih minta online shop lain ditutup ya berarti emang mereka nya aja yg pola pikirnya terbelakang",sebenarnya penghapusan tiktok shop saja sudah termasuk kemunduran terus kalau mereka masih minta online shop lain ditutup iya berarti memang mereka nya saja yang pola pikirnya terbelakang,Negatif
@tanyakanrl SUMPAH SUSAH BANGET NYARI BARNAG MURAH COK. MASA ORNAG LUAR JKT KUDU BELI KE TANAH ABANG SIH ANEH. DI KIRA SELURUH INDO GA BUTUH TIKTOK SHOP APA??? ðŸ™„ðŸ™„ðŸ™„ðŸ™„,sumpah susah sekali mencari barnag murah anjing masa orang luar jakarta harus beli ke tanah abang sih aneh di kira seluruh indo tidak butuh tiktok shop apa,Positif
"@tanyakanrl Apasih ajg, udh ckup tiktok shop di tutup, hadehh",apa sih anjing sudah ckup tiktok shop di tutup hadehh,Netral
"@tanyakanrl Yg minta ditutup Tiktok shop, Lazada, Shoppee. Nah tokped aman tuh, untung biasa make tokpedðŸ«£",yang minta ditutup tiktok shop lazada shoppee nah tokopedia aman tuh untung biasa make tokopedia,Positif
the way makalah dan ppt kelompok gua tentang analisis tiktok shop ðŸ¤£ðŸ¤£ðŸ¤£,the way makalah dan ppt kelompok saya tentang analisis tiktok shop,Netral
"@tanyakanrl mereka juga bisa kan buka olshop? beberapa kali saat tiktok shop masih ada banyak bgt liat live toko2 TA yg jualan juga dan gak semua orang bisa smepet ke TA. kalo jualan di olshop jg bisa lebih luas customernya, gak hanya dari jabodetabek loh",mereka juga bisa kan buka toko online beberapa kali saat tiktok shop masih ada banyak sangat lihat live toko tanah abang yang jualan juga dan tidak semua orang bisa smepet ke tanah abang kalau jualan di toko online juga bisa lebih luas customernya tidak hanya dari jabodetabek loh,Positif
"@tanyakanrl O jelas ga bisa, kalian cuma tumbal aja karena yg sebenernya minta TikTok shop tutup kan para komisaris e-commerce seperti ...",o jelas tidak bisa kalian cuma tumbal saja karena yang sebenarnya minta tiktok shop tutup kan para komisaris e commerce seperti,Netral
"@tanyakanrl Kembalikan tiktok shop, hapuskan tanahabang. ðŸ‘Ž",kembalikan tiktok shop hapuskan tanahabang,Netral
"Dari riset langsung di lapangan,ada satu footage yg kondisi TA memang sepi.Tapi,ada juga VT lain yg terlihat lumayan ramai.Btw,dari netizen di daerah jg bilang pasar sepi. #tiktokshop",dari riset langsung di lapanganada satu footage yang kondisi tanah abang memang sepitapiada juga vt lain yang terlihat lumayan ramaibtwdari netizen di daerah juga bilang pasar sepi,Positif
@tanyakanrl Tanah Abang gabakal punya umur panjang mau TikTok shop tutup juga. Pemerintah punya peer gede buat edukasi penjual2 di sana buat nyadarin kalau grosiran offline lama kelamaan pasti redup.,tanah abang gabakal punya umur panjang mau tiktok shop tutup juga pemerintah punya peer besar buat edukasi penjual di sana buat nyadarin kalau grosiran offline lama kelamaan pasti redup,Positif
"@tanyakanrl apaan si??? gue emg kasian sm umkm jd gk sewot bgt pas tiktok shop di tutup, tp gausa ngelunjak minta yg lain ditutup jg lah anjir",apa si saya memang kasian sm umkm jadi tidak sewot sangat pas tiktok shop di tutup tetapi tidak ngelunjak minta yang lain ditutup juga lah anjing,Negatif
@convomfs Kesal gak tiktok shop ditutup?,kesal tidak tiktok shop ditutup,Negatif
@alansuparlan @tanyakanrl Tiktok shop dihapus krn soal perijinan dan regulasi... kalo online shop lain dibawah regulasi jd gag mungkin dihapus...cuma bacanya kesel aja... krn sok tersakiti,tiktok shop dihapus karena soal perijinan dan regulasi kalau online shop lain dibawah regulasi jadi tidak mungkin dihapuscuma bacanya kesal saja karena sok tersakiti,Negatif
@tanyakanrl Plisss balikin lg dong tiktokshop dan toko oren dr LN,plisss kembalikan lagi dong tiktok shop dan toko oren dari ln,Netral
"Sebelum tiktokshop ditutup lupa mau checkout, skg bingung nyari toko nya gak lewat2 fyp/live ðŸ¥²",sebelum tiktok shop ditutup lupa mau checkout skg bingung mencari toko nya tidak lewat fyplive,Negatif
@tanyakanrl Ini tiktokshop di hapus krn permintaan org red land aja kah? Kok semaunya sendiri gitu,ini tiktok shop di hapus karena permintaan orang redaksi land saja kah kok semaunya sendiri begitu,Netral
"@tanyakanrl Kalo tiktok shop di pisah dan dibikin regulasinya setuju, tapi kalo ini udah menolak kemajuan jaman anjerr",kalau tiktok shop di pisah dan dibikin regulasinya setuju tetapi kalau ini sudah menolak kemajuan jaman anjerr,Netral
"@generasitoktok @tanyarlfes menurutku tiktokshop ditutup bukan masalah produk cina/matiin umkm deh, tp lebih ke permasalahan legalitas atau perijinan, mungkin tiktok punya ijin awalnya cuma buat hiburan aja bkn buat berdagang kaya shpee/tokped, ya ga sih? tar juga balik klo dah punya ijin e-commerce",menurutku tiktok shop ditutup bukan masalah produk cinamatiin umkm deh tetapi lebih ke permasalahan legalitas atau perijinan mungkin tiktok punya ijin awalnya cuma buat hiburan saja bukan buat berdagang seperti shpeetokped iya tidak sih nanti juga balik kalau deh punya ijin e commerce,Negatif
"@susipudjiastuti Jk naik ke permukaan berita y ending y tdk cepat di tutup dsb, sbgmn tiktok shop. bknkh patut hati ini bertanya ,apkh berita ini di naikan sbts pglhn ....??",jk naik ke permukaan berita ya ending ya tidak cepat di tutup dsb sbgmn tiktok shop bknkh patut hati ini bertanya apkh berita ini di naikan sbts pglhn,Positif
@tanyakanrl tiktok shop diapus okelah ya tapi klo yg lain ga bener sih,tiktok shop diapus okelah iya tetapi kalau yang lain tidak benar sih,Positif
"@tanyakanrl lazada, shopee dihapus? trus apa hikmahnya buat kita. udah dikasih napas tiktok shop diban. lah malah ngelunjakðŸ¤£",lazada shopee dihapus terus apa hikmahnya buat kita sudah kasih napas tiktok shop diban lah bahkan ngelunjak,Netral
Makasih sudah tutup tiktok shopðŸ˜¬,terima kasih sudah tutup tiktok shop,Netral
"@lalovevienrose weh barusan gue kepikiran mau co tiktok shop ah"" PAS LIAT TWT LO JD GAJADIðŸ˜­ðŸ˜­"";1;netral,,,,,,,,,,,,,,,",weh barusan saya terpikirkan mau check out tiktok shop ah pas lihat twt kamu jadi gajadinetral,Netral
@hanazuaf Jujur aku random beli di tiktok shop thailand wkwkkw lupa merek apa,jujur saya random beli di tiktok shop thailand tertawa lupa merek apa,Positif
"@youucok oh oke. perubahan sosial yang cepat apalagi kebijakan ekonomi cenderung bakal ada â€˜ kerusuhanâ€™ atau â€˜ pergolakanâ€™ yang bersifat sementara. ini hal umum. disini tiktok shop habis dibanned, wajar kalo masyarakat masih kewalahan ditambah ada MEDIA yang bilang banyakâ€”",oh oke perubahan sosial yang cepat apalagi kebijakan ekonomi cenderung bakal ada kerusuhan atau pergolakan yang bersifat sementara ini hal umum disini tiktok shop habis dibanned wajar kalau masyarakat masih kewalahan ditambah ada media yang bilang banyak,Positif
"@tanyakanrl Dia ga sadar setelah TikTok shop di apus aja udah nambah banyak orang yg kehilangan pekerjaan, ini lagi nuntut hapus Lazada &amp  Shopee yg jauh lebih banyak lagi.",dia tidak sadar setelah tiktok shop di apus saja sudah tambah banyak orang yang kehilangan pekerjaan ini lagi nuntut hapus lazada amp shopee yang jauh lebih banyak lagi,Positif
"@youucok pedagang tanah abang minta apus ecommerce. menurutmu ga wajar, tapi kenyataannya memang perubahan sosial cepat ya dampaknya kayak gitu, mau gamau. once again ini kebijakan tiktok shop belom lama dikeluarkan lho. wajar lu ga marah, tapi buat orang yang habis dirugikan ya marah.",pedagang tanah abang minta apus toko online menurutmu tidak wajar tetapi kenyataannya memang perubahan sosial cepat iya dampaknya seperti begitu mau gamau once again ini kebijakan tiktok shop belum lama dikeluarkan loh wajar kamu tidak marah tetapi buat orang yang habis dirugikan iya marah,Positif
@tanyarlfes duit gw di tiktokshop belom cair ðŸ˜­,uang saya di tiktok shop belum cair,Netral
@tanyakanrl ckckc bukti klu mereka2 ini gak nyimak kenapa tiktok shop dihapusðŸ˜‘,ckckc bukti kalau mereka ini tidak nyimak kenapa tiktok shop dihapus,Netral
"@tanyakanrl ler, foto ini mah udah ada lama jauh dari viral2 tiktokshop mau ditutup",ler foto ini mah sudah ada lama jauh dari viral tiktok shop mau ditutup,Negatif
"@tanyakanrl tai, gegara tiktok shop diapus gue mau beli skincare mahal ya anj harus ke toko oren 300k an biasanya di tiktok cuma 140k an tolong dong kalo gitu gue beli sebelum tiktokshop diapus :)",kotoran gegara tiktok shop diapus saya mau beli skincare mahal iya anjing harus ke toko oren ke an biasanya di tiktok cuma ke an tolong dong kalau begitu saya beli sebelum tiktok shop diapus,Negatif
@tanyarlfes Tiktok wkwk pas udah jago beli beli bayar cod eh tiktokshop tutup,tiktok tertawa pas sudah jago beli beli bayar cod eh tiktok shop tutup,Positif
"@dowoondoun aku kehilangan bgt loh tiktok shop, bnrn ðŸ˜­ðŸ˜­",saya kehilangan sangat loh tiktok shop benaran,Positif
"@tanyakanrl Sebenernya tiktok shop ditutup karna ngelanggar regulasi, jadi kenapa pada minta ecommerce lain ditutup juga ya? hmmmm...",sebenarnya tiktok shop ditutup karena ngelanggar regulasi jadi kenapa pada minta toko online lain ditutup juga iya hmmmm,Negatif
@tanyakanrl Bapak gw bulan lalu bayar sejeti buat sekolah bimbingan jadi penjual di tiktok skrg tiktok shop dihapus wkwkwk udah dibilangin gausa pake sekolah segala batu bgt ngakakðŸ˜­,bapak saya bulan lalu bayar sejeti buat sekolah bimbingan jadi penjual di tiktok sekarang tiktok shop dihapus wkwkwk sudah dibilangin tidak pakai sekolah segala batu sangat tertawa,Netral
"@tanyakanrl heh koplak, tiktokshop aja kena takedown gegara tiktok gak ada izin sbg e-commerce. ini malah minta lebih. mending ngikutin zaman lha bjir",heh koplak tiktok shop saja kena takedown gegara tiktok tidak ada izin sebagai e commerce ini bahkan minta lebih lebih baik ngikutin zaman lha bjir,Positif
"@tanyakanrl ngelunjak. dahlah balikin lagi aja gaksi tiktokshop. dikabulin sekali, malah gatau diri.",ngelunjak dahlah kembalikan lagi saja gaksi tiktok shop dikabulin sekali bahkan gatau diri,Positif
"tiktok shop dh gada btw, kita pindah ke syopi aja gmn ðŸ˜­ -nana",tiktok shop sudah tidak ada ngomong-ngomong kita pindah ke syopi saja bagaimana nana,Netral
@small_mofo_Mk2 Mending tutup tiktok aja semua bang. Jgn cuma tiktok shop aja. Siapa tau 2024 dpt presiden yg bagus bisa gerakin ekonomi bukan cuma lip service soal ekonomi doang tp aksi nya malah bikin ekonomi mandek,lebih baik tutup tiktok saja semua bang jangan cuma tiktok shop saja siapa tahu dapat presiden yang bagus bisa gerakin ekonomi bukan cuma lip service soal ekonomi doang tetapi aksi nya bahkan bikin ekonomi mandek,Positif
@tanyakanrl padahal maksud pemerintah nutup tiktok shop bukan perkara tanah Abang sepi wkwkwk,padahal maksud pemerintah nutup tiktok shop bukan perkara tanah abang sepi wkwkwk,Netral
"@tanyakanrl Wah kl udh sampe ky gini, jd males jg sihh.. kemarin kan tiktokshop dihapus krn emang bermasalah dr tiktoknya, seakan2 memonopoli perdagangan.. kl ttp ada tokped shopee dll tetep ada persaingan tp ttp sehat, ga se mematikan si tiktokshop ituu",wah kalau sudah sampai seperti gini jadi males juga sihh kemarin kan tiktok shop dihapus karena memang bermasalah dari tiktoknya seakan memonopoli perdagangan kalau tetap ada tokopedia shopee dan lain-lain tetep ada persaingan tetapi tetap sehat tidak se mematikan si tiktok shop ituu,Positif
@06062000_lhc ngeliat kmu ngetweet ini jd lupa aku blom check out case lagi tiktok shop ðŸ˜­ðŸ˜­ðŸ˜­,melihat kmu ngetweet ini jadi lupa saya belum check keluar kasus lagi tiktok shop,Netral
"@tanyakanrl Tiktok shop udah tutup tapi TA masih sepi ya gara2 kita males jir jauh-jauh, panas, banyak copet lagi",tiktok shop sudah tutup tetapi tanah abang masih sepi iya karena kita males anjing jauh jauh panas banyak copet lagi,Negatif
@ardixprstyo shopee berpesta tiktokshop tutup wkw,shopee berpesta tiktok shop tutup wkw,Netral
Gara2 tiktok shop ditutup jd blm ada pemasukan ðŸ¥º,karena tiktok shop ditutup jadi belum ada pemasukan,Negatif
"@tanyakanrl Pdhl udh bagus lho tiktok shop buat bantu umkm di indo kebantu + meningkat pesat sih, masa dihapus, kadang gedek sama pemerintah ðŸ˜’ðŸ˜’",padahal sudah bagus loh tiktok shop buat bantu umkm di indo kebantu meningkat pesat sih masa dihapus kadang gedek sama pemerintah,Positif
@tanyakanrl Kalau ini aku ga setuju sih. Kalau tiktok shop aku setuju diilangin karena melanggar aturan. Kalau shope dll.mereka ga langgar. Yg benar tuh kalian para pedagang tanah abang harusnya melek akan teknologi.. jaman sudah berubah.,kalau ini saya tidak setuju sih kalau tiktok shop saya setuju diilangin karena melanggar aturan kalau shopee dllmereka tidak langgar yang benar tuh kalian para pedagang tanah abang harusnya melek akan teknologi jaman sudah berubah,Positif
"@aya_zel Aku suka merk beatrice. Lagi ikut PO kanonbasics, modelnya luchu2. Ada bbrp di tiktokshop tapi udah gabis cek history lagi hikss",saya suka merk beatrice lagi ikut po kanonbasics modelnya lucu ada beberapa di tiktok shop tetapi sudah gabis cek sejarah lagi hikss,Positif
"@tanyarlfes Tiktok shop diblokir karena masalah perizinan, sedangkan judi online juga sebenernya ilegal, tapi diblokir satu muncul lagi yg lain. Paham nder?",tiktok shop diblokir karena masalah perizinan sedangkan judi online juga sebenarnya ilegal tetapi diblokir satu muncul lagi yang lain paham nder,Netral
" Goreng terus ni anjir beritanya terlalu di gedeÂ²in.   Gue selaku penduduk tanah abang gak setuju online shop di tutup, termasuk tiktokshop. Curiga yg buat bannerÂ² protes kek gitu dr media nya sendiri biar jadi konspirasi.",goreng terus ini anjing beritanya terlalu di besar saya selaku penduduk tanah abang tidak setuju online shop di tutup termasuk tiktok shop curiga yang buat banner protes seperti begitu dari media nya sendiri biar jadi konspirasi,Positif
"@tanyakanrl Netijen belum paham mana e-commerce, mana sosial media, mana social commerce. Social commerce (Tiktokshop) emang hal baru di Indo dan belum ada regulasinya. Jangankan dia, regulasi pakem sosial media aja belum ada kok. Masalah aslinya bukan di sengketa bisnis tapi pola pikir aja",netijen belum paham mana e commerce mana sosial media mana sosial commerce sosial commerce tiktok shop memang hal baru di indo dan belum ada regulasinya jangankan dia regulasi pakem sosial media saja belum ada kok masalah aslinya bukan di sengketa bisnis tetapi pola pikir saja,Positif
"@tanyakanrl Sebenernya di tutup krn izinnya cuma sebagai media sosial bukan marketplace apalagi banyak terjadi transaksi. Setau saya,   pihak tiktok diberi waktu untuk memisahkan antara tiktok medsos dan tiktok shop tapi ga mau.",sebenarnya di tutup karena izinnya cuma sebagai media sosial bukan marketplace apalagi banyak terjadi transaksi setau saya pihak tiktok diberi waktu untuk memisahkan antara tiktok media sosial dan tiktok shop tetapi tidak mau,Negatif
"@tanyarlfes banyak .. salah satunya karena tiktokshop memang ter regulasi .. sedangkan kaya judi online, servernya aja ada di negara lain .. cuman mereka marketingin disini",banyak salah satunya karena tiktok shop memang ter regulasi sedangkan seperti judi online server saja ada di negara lain cuman mereka marketingin disini,Positif
"@tanyakanrl Daripada minta olshop ditiadakan, kenapa ga pedagang2 tanah abang ini mencoba gabung ke shopee/tiktok shop? Dia bisa promosi lewat sana trus dikirim. Jdi org yg males panas2an keluar rmh ttp bisa beli barang si penjual tanah abang tanpa keluar rmh???? Hehehe",daripada minta toko online ditiadakan kenapa tidak pedagang tanah abang ini mencoba gabung ke shopeetiktok shop dia bisa promosi lewat sana terus dikirim jadi orang yang males panasan keluar rumah tetap bisa beli barang si penjual tanah abang tanpa keluar rumah ketawa,Negatif
"@awkwrdd @ohmybeautybank aku itu beli di tiktokshop si kak,atau cek official oren ajaa",saya itu beli di tiktok shop si kakatau cek official oren ajaa,Netral
"@tanyakanrl Malu ga sih, banyak mau ðŸ™ (Ane bukan user tiktok shop)",malu tidak sih banyak mau ane bukan konsumen tiktok shop,Netral
"@NaufalAntezem âŒ stabak, restoran âŒ Iphone, atau phone &gt 3k âŒ Langganan astro, netflix, spotify,dll âŒ Aircond,penapis air &amp  udara, pemanas air âŒ Beli kereta awal âŒ  Shopping tiktokshop, shopee,etc âŒ Foodpanda,Grabfood,dll âŒ Loan moto,phone,perabot *Bukan takleh semua tapi minimumkan.",stabak restoran iphone atau seluler begitu ke langganan astro netflix spotifydll aircondpenapis air amp udara pemanas air beli kereta awal shopping tiktok shop shopeeetc foodpandagrabfooddll loan motophoneperabot bukan takleh semua tetapi minimumkan,Netral
"@tanyakanrl Kalo beneran di hapus sih emg bener bener dah negara lain mah tiap taun ada kemajuan, kita malah banyak kemunduran wkwkwkwk lagian plis jangan latah deh, tiktok shop dihapus juga bukan perkara tanah abang doang jirrr knp yg disorot itu mulu",kalau benar di hapus sih memang benar benar deh negara lain mah tiap tahun ada kemajuan kita bahkan banyak kemunduran tertawa lagian tolong jangan latah deh tiktok shop dihapus juga bukan perkara tanah abang doang jirrr kenapa yang disorot itu melulu,Positif
@tanyakanrl Gakan dihapus lah org mereka ada izin kok. Tiktok shop jga gakan dihapus kl izinnya bener dr awal. Yakali semudah itu ngapus platform gede wkwkw,gakan dihapus lah orang mereka ada izin kok tiktok shop juga gakan dihapus kalau izinnya benar dari awal yakali semudah itu ngapus platform besar wkwkw,Positif
"@tanyakanrl Heran, kenapa pedagang di TA gak join tiktok shop atau shopee juga? kan enak kalo jualan offline keliatan sepi tapi di online rame. Emang boleh segak mau itu?? dan sejauh ini, ini yang paling jauh dari teknologi ðŸ¥¹",heran kenapa pedagang di tanah abang tidak join tiktok shop atau shopee juga kan enak kalau jualan offline kelihatan sepi tetapi di online ramai memang boleh segak mau itu dan sejauh ini ini yang paling jauh dari teknologi,Positif
"@tanyakanrl Gitu amat bjir, plis buka tiktok shop lagi aku belum restock basreng sama keju aromaðŸ˜©",begitu amat bjir tolong buka tiktok shop lagi saya belum restock basreng sama keju aroma,Positif
@tanyakanrl Gara2 tiktok shop banyak pedagang UMKM yg baru merintis khususnya millenial seperti saya jadi tdk ada pendapatan. Lagian Indonesia bukan tanah Abang aja,karena tiktok shop banyak pedagang umkm yang baru merintis khususnya millenial seperti saya jadi tidak ada pendapatan lagian indonesia bukan tanah abang saja,Positif
"@tanyakanrl wkwk kamfangg, kemaren udh dikasianin dengan tutup tiktok shop, tapi malah minta tutupin toko oren sama toko ungu juga, situ waras wkw",tertawa kamfangg kemarin sudah kasihan dengan tutup tiktok shop tetapi bahkan minta tutupin toko oren sama toko ungu juga situ waras wkw,Negatif
"@tanyakanrl aku tim yang ga setuju sih, maaf yaa... instead of nutup tiktok shop atau app lainnya, kenapa ngga mereka adaptasi sama kondisi sekarang?? perubahan zaman kan ga bisa dihindari ya, mereka bisa juga kok start buka toko si shopee,tiktok, dll. ya emabg susah awalnya",saya tim yang tidak setuju sih maaf yaa instead of nutup tiktok shop atau app lainnya kenapa tidak mereka adaptasi sama kondisi sekarang perubahan zaman kan tidak bisa dihindari iya mereka bisa juga kok mulai buka toko si shopeetiktok dan lain-lain iya memang susah awalnya,Negatif
"@tanyakanrl Gaakan bisalah wkw, tiktokshop di larang juga bukan karna permintaan pedagang sana sih, tp gr gr regulasi ðŸ˜‚ jangan kegeeran kawan",gaakan bisalah wkw tiktok shop di larang juga bukan karena permintaan pedagang sana sih tetapi gede rasa gede rasa regulasi jangan kegeeran kawan,Positif
