Tweet,Sentimen,CaseFolding,cleaned,Tokenizing,Formalisasi,Stemming,preprocessed
@tanyakanrl Lah tiktok shop ditutup lantara perizinan njirr,Netral,@tanyakanrl lah tiktok shop ditutup lantara perizinan njirr,lah tiktok shop ditutup lantara perizinan njirr,"['lah', 'tiktok', 'shop', 'ditutup', 'lantara', 'perizinan', 'njirr']","['lah', 'tiktok', 'shop', 'ditutup', 'lantara', 'perizinan', 'njirr']","['lah', 'tiktok', 'shop', 'tutup', 'lantara', 'izin', 'njirr']",lah tiktok shop ditutup lantara perizinan njirr
@tanyakanrl Tulisan inimah dari sebelum tiktok shop dihapus juga udah ada,Netral,@tanyakanrl tulisan inimah dari sebelum tiktok shop dihapus juga udah ada,tulisan inimah dari sebelum tiktok shop dihapus juga udah ada,"['tulisan', 'inimah', 'dari', 'sebelum', 'tiktok', 'shop', 'dihapus', 'juga', 'udah', 'ada']","['tulisan', 'inimah', 'dari', 'sebelum', 'tiktok', 'shop', 'dihapus', 'juga', 'sudah', 'ada']","['tulis', 'inimah', 'dari', 'belum', 'tiktok', 'shop', 'hapus', 'juga', 'sudah', 'ada']",tulisan inimah dari sebelum tiktok shop dihapus juga sudah ada
@callasunwoo iya ikut di banned gara Â² kasus tiktok shop ituu padahal barangnya pada lucu &amp  murceðŸ¥²,Positif,@callasunwoo iya ikut di banned gara â² kasus tiktok shop ituu padahal barangnya pada lucu &amp  murceðÿ¥²,iya ikut di banned gara kasus tiktok shop ituu padahal barangnya pada lucu amp murce,"['iya', 'ikut', 'di', 'banned', 'gara', 'kasus', 'tiktok', 'shop', 'ituu', 'padahal', 'barangnya', 'pada', 'lucu', 'amp', 'murce']","['iya', 'ikut', 'di', 'banned', 'karena', 'kasus', 'tiktok', 'shop', 'ituu', 'padahal', 'barangnya', 'pada', 'lucu', 'amp', 'murce']","['iya', 'ikut', 'di', 'banned', 'karena', 'kasus', 'tiktok', 'shop', 'ituu', 'padahal', 'barang', 'pada', 'lucu', 'amp', 'murce']",iya ikut di banned karena kasus tiktok shop ituu padahal barangnya pada lucu amp murce
@tanyakanrl gua butuh tiktok shop di kembalikann!!,Netral,@tanyakanrl gua butuh tiktok shop di kembalikann!!,gua butuh tiktok shop di kembalikann,"['gua', 'butuh', 'tiktok', 'shop', 'di', 'kembalikann']","['saya', 'butuh', 'tiktok', 'shop', 'di', 'kembalikann']","['saya', 'butuh', 'tiktok', 'shop', 'di', 'kembalikann']",saya butuh tiktok shop di kembalikann
"@tanyakanrl Tipikal manusia-manusia ngelunjak. Udah dipermudah dgn hapus tiktok shop, sekarang malah minta hapus online shop lain.  Najis gua harus belanja ke tanah abang. Ketimbang buka toko online aja sulit. Hape aja elit-elit, cuma dipake scroll sosmed doang, gak guna.",Negatif,"@tanyakanrl tipikal manusia-manusia ngelunjak. udah dipermudah dgn hapus tiktok shop, sekarang malah minta hapus online shop lain.  najis gua harus belanja ke tanah abang. ketimbang buka toko online aja sulit. hape aja elit-elit, cuma dipake scroll sosmed doang, gak guna.",tipikal manusia manusia ngelunjak udah dipermudah dgn hapus tiktok shop sekarang malah minta hapus online shop lain najis gua harus belanja ke tanah abang ketimbang buka toko online aja sulit hape aja elit elit cuma dipake scroll sosmed doang gak guna,"['tipikal', 'manusia', 'manusia', 'ngelunjak', 'udah', 'dipermudah', 'dgn', 'hapus', 'tiktok', 'shop', 'sekarang', 'malah', 'minta', 'hapus', 'online', 'shop', 'lain', 'najis', 'gua', 'harus', 'belanja', 'ke', 'tanah', 'abang', 'ketimbang', 'buka', 'toko', 'online', 'aja', 'sulit', 'hape', 'aja', 'elit', 'elit', 'cuma', 'dipake', 'scroll', 'sosmed', 'doang', 'gak', 'guna']","['tipikal', 'manusia', 'manusia', 'ngelunjak', 'sudah', 'dipermudah', 'dengan', 'hapus', 'tiktok', 'shop', 'sekarang', 'bahkan', 'minta', 'hapus', 'online', 'shop', 'lain', 'najis', 'saya', 'harus', 'belanja', 'ke', 'tanah', 'abang', 'ketimbang', 'buka', 'toko', 'online', 'saja', 'sulit', 'seluler', 'saja', 'elit', 'elit', 'cuma', 'dipake', 'scroll', 'sosial media', 'doang', 'tidak', 'berguna']","['tipikal', 'manusia', 'manusia', 'ngelunjak', 'sudah', 'mudah', 'dengan', 'hapus', 'tiktok', 'shop', 'sekarang', 'bahkan', 'minta', 'hapus', 'online', 'shop', 'lain', 'najis', 'saya', 'harus', 'belanja', 'ke', 'tanah', 'abang', 'ketimbang', 'buka', 'toko', 'online', 'saja', 'sulit', 'seluler', 'saja', 'elit', 'elit', 'cuma', 'dipake', 'scroll', 'sosial media', 'doang', 'tidak', 'guna']",tipikal manusia manusia ngelunjak sudah dipermudah dengan hapus tiktok shop sekarang bahkan minta hapus online shop lain najis saya harus belanja ke tanah abang ketimbang buka toko online saja sulit seluler saja elit elit cuma dipake scroll sosial media doang tidak berguna
"@MasGanteng_69 @tanyakanrl Yes setuju, klo tiktok gpp dilarang, soalnya bnyk permainan disana, apalagi soal fake buyer, dan penjual di TikTok shop yg bnyk flexing hartnya.   Klo ecommerce lain tpi keknya jga ga mngkin dihapus jga sih.",Negatif,"@masganteng_69 @tanyakanrl yes setuju, klo tiktok gpp dilarang, soalnya bnyk permainan disana, apalagi soal fake buyer, dan penjual di tiktok shop yg bnyk flexing hartnya.   klo ecommerce lain tpi keknya jga ga mngkin dihapus jga sih.",yes setuju klo tiktok gpp dilarang soalnya bnyk permainan disana apalagi soal fake buyer dan penjual di tiktok shop yg bnyk flexing hartnya klo ecommerce lain tpi keknya jga ga mngkin dihapus jga sih,"['yes', 'setuju', 'klo', 'tiktok', 'gpp', 'dilarang', 'soalnya', 'bnyk', 'permainan', 'disana', 'apalagi', 'soal', 'fake', 'buyer', 'dan', 'penjual', 'di', 'tiktok', 'shop', 'yg', 'bnyk', 'flexing', 'hartnya', 'klo', 'ecommerce', 'lain', 'tpi', 'keknya', 'jga', 'ga', 'mngkin', 'dihapus', 'jga', 'sih']","['yes', 'setuju', 'kalau', 'tiktok', 'tidak apa-apa', 'dilarang', 'soalnya', 'banyak', 'permainan', 'disana', 'apalagi', 'soal', 'palsu', 'buyer', 'dan', 'penjual', 'di', 'tiktok', 'shop', 'yang', 'banyak', 'flexing', 'hartnya', 'kalau', 'toko online', 'lain', 'tetapi', 'kayaknya', 'juga', 'tidak', 'mngkin', 'dihapus', 'juga', 'sih']","['yes', 'tuju', 'kalau', 'tiktok', 'tidak apa', 'larang', 'soal', 'banyak', 'main', 'sana', 'apalagi', 'soal', 'palsu', 'buyer', 'dan', 'jual', 'di', 'tiktok', 'shop', 'yang', 'banyak', 'flexing', 'hart', 'kalau', 'toko online', 'lain', 'tetapi', 'kayak', 'juga', 'tidak', 'mngkin', 'hapus', 'juga', 'sih']",yes setuju kalau tiktok tidak apa-apa dilarang soalnya banyak permainan disana apalagi soal palsu buyer dan penjual di tiktok shop yang banyak flexing hartnya kalau toko online lain tetapi kayaknya juga tidak mngkin dihapus juga sih
@callasunwoo jadi tuh sellerÂ² tiktok shop tuh lebih murah barangnya &amp  biasanya ada voucher ongkir gitu kann walaupun seller nya cuman ambil untung sedikit tapi penjualan nya naik. nah kasus itu yang bikin penjual di pasar offline sepi katanya jadi mereka tuh minta pemerintah banned tiktok shp,Negatif,@callasunwoo jadi tuh sellerâ² tiktok shop tuh lebih murah barangnya &amp  biasanya ada voucher ongkir gitu kann walaupun seller nya cuman ambil untung sedikit tapi penjualan nya naik. nah kasus itu yang bikin penjual di pasar offline sepi katanya jadi mereka tuh minta pemerintah banned tiktok shp,jadi tuh seller tiktok shop tuh lebih murah barangnya amp biasanya ada voucher ongkir gitu kann walaupun seller nya cuman ambil untung sedikit tapi penjualan nya naik nah kasus itu yang bikin penjual di pasar offline sepi katanya jadi mereka tuh minta pemerintah banned tiktok shp,"['jadi', 'tuh', 'seller', 'tiktok', 'shop', 'tuh', 'lebih', 'murah', 'barangnya', 'amp', 'biasanya', 'ada', 'voucher', 'ongkir', 'gitu', 'kann', 'walaupun', 'seller', 'nya', 'cuman', 'ambil', 'untung', 'sedikit', 'tapi', 'penjualan', 'nya', 'naik', 'nah', 'kasus', 'itu', 'yang', 'bikin', 'penjual', 'di', 'pasar', 'offline', 'sepi', 'katanya', 'jadi', 'mereka', 'tuh', 'minta', 'pemerintah', 'banned', 'tiktok', 'shp']","['jadi', 'tuh', 'seller', 'tiktok', 'shop', 'tuh', 'lebih', 'murah', 'barangnya', 'amp', 'biasanya', 'ada', 'voucer', 'ongkos kirim', 'begitu', 'kann', 'walaupun', 'seller', 'nya', 'cuman', 'ambil', 'untung', 'sedikit', 'tetapi', 'penjualan', 'nya', 'naik', 'nah', 'kasus', 'itu', 'yang', 'bikin', 'penjual', 'di', 'pasar', 'offline', 'sepi', 'katanya', 'jadi', 'mereka', 'tuh', 'minta', 'pemerintah', 'banned', 'tiktok', 'shp']","['jadi', 'tuh', 'seller', 'tiktok', 'shop', 'tuh', 'lebih', 'murah', 'barang', 'amp', 'biasa', 'ada', 'voucer', 'ongkos kirim', 'begitu', 'kann', 'walaupun', 'seller', 'nya', 'cuman', 'ambil', 'untung', 'sedikit', 'tetapi', 'jual', 'nya', 'naik', 'nah', 'kasus', 'itu', 'yang', 'bikin', 'jual', 'di', 'pasar', 'offline', 'sepi', 'kata', 'jadi', 'mereka', 'tuh', 'minta', 'perintah', 'banned', 'tiktok', 'shp']",jadi tuh seller tiktok shop tuh lebih murah barangnya amp biasanya ada voucer ongkos kirim begitu kann walaupun seller nya cuman ambil untung sedikit tetapi penjualan nya naik nah kasus itu yang bikin penjual di pasar offline sepi katanya jadi mereka tuh minta pemerintah banned tiktok shp
"@tanyakanrl Eh tapi masih aman kok, yg diminta hapus kan  Tiktok shoop bukan tiktok shop Shoopee bukan Shopee",Positif,"@tanyakanrl eh tapi masih aman kok, yg diminta hapus kan  tiktok shoop bukan tiktok shop shoopee bukan shopee",eh tapi masih aman kok yg diminta hapus kan tiktok shoop bukan tiktok shop shoopee bukan shopee,"['eh', 'tapi', 'masih', 'aman', 'kok', 'yg', 'diminta', 'hapus', 'kan', 'tiktok', 'shoop', 'bukan', 'tiktok', 'shop', 'shoopee', 'bukan', 'shopee']","['eh', 'tetapi', 'masih', 'aman', 'kok', 'yang', 'diminta', 'hapus', 'kan', 'tiktok', 'shoop', 'bukan', 'tiktok', 'shop', 'shoopee', 'bukan', 'shopee']","['eh', 'tetapi', 'masih', 'aman', 'kok', 'yang', 'minta', 'hapus', 'kan', 'tiktok', 'shoop', 'bukan', 'tiktok', 'shop', 'shoopee', 'bukan', 'shopee']",eh tetapi masih aman kok yang diminta hapus kan tiktok shoop bukan tiktok shop shoopee bukan shopee
@convomfs Tapi tiktok shop udah ditutup,Negatif,@convomfs tapi tiktok shop udah ditutup,tapi tiktok shop udah ditutup,"['tapi', 'tiktok', 'shop', 'udah', 'ditutup']","['tetapi', 'tiktok', 'shop', 'sudah', 'ditutup']","['tetapi', 'tiktok', 'shop', 'sudah', 'tutup']",tetapi tiktok shop sudah ditutup
"@tanyakanrl Apa sih anjir wkwk di shopee toko asing udh gak ada, Tiktok shop udh ditutup. Masih ada aja yg protes. Gak jelas amatðŸ¥² kata mak gue TA masih rameeee anjir. Mak gue baru kemaren ke sana. Di blok B, blok A, blok F masih serame biasanya. Julid mulu",Negatif,"@tanyakanrl apa sih anjir wkwk di shopee toko asing udh gak ada, tiktok shop udh ditutup. masih ada aja yg protes. gak jelas amatðÿ¥² kata mak gue ta masih rameeee anjir. mak gue baru kemaren ke sana. di blok b, blok a, blok f masih serame biasanya. julid mulu",apa sih anjir wkwk di shopee toko asing udh gak ada tiktok shop udh ditutup masih ada aja yg protes gak jelas amat kata mak gue ta masih rameeee anjir mak gue baru kemaren ke sana di blok b blok a blok f masih serame biasanya julid mulu,"['apa', 'sih', 'anjir', 'wkwk', 'di', 'shopee', 'toko', 'asing', 'udh', 'gak', 'ada', 'tiktok', 'shop', 'udh', 'ditutup', 'masih', 'ada', 'aja', 'yg', 'protes', 'gak', 'jelas', 'amat', 'kata', 'mak', 'gue', 'ta', 'masih', 'rameeee', 'anjir', 'mak', 'gue', 'baru', 'kemaren', 'ke', 'sana', 'di', 'blok', 'b', 'blok', 'a', 'blok', 'f', 'masih', 'serame', 'biasanya', 'julid', 'mulu']","['apa', 'sih', 'anjing', 'tertawa', 'di', 'shopee', 'toko', 'asing', 'sudah', 'tidak', 'ada', 'tiktok', 'shop', 'sudah', 'ditutup', 'masih', 'ada', 'saja', 'yang', 'protes', 'tidak', 'jelas', 'amat', 'kata', 'ibu', 'saya', 'tanah abang', 'masih', 'rameeee', 'anjing', 'ibu', 'saya', 'baru', 'kemarin', 'ke', 'sana', 'di', 'bodoh', 'b', 'bodoh', 'a', 'bodoh', 'f', 'masih', 'serame', 'biasanya', 'julid', 'melulu']","['apa', 'sih', 'anjing', 'tertawa', 'di', 'shopee', 'toko', 'asing', 'sudah', 'tidak', 'ada', 'tiktok', 'shop', 'sudah', 'tutup', 'masih', 'ada', 'saja', 'yang', 'protes', 'tidak', 'jelas', 'amat', 'kata', 'ibu', 'saya', 'tanah abang', 'masih', 'rameeee', 'anjing', 'ibu', 'saya', 'baru', 'kemarin', 'ke', 'sana', 'di', 'bodoh', 'b', 'bodoh', 'a', 'bodoh', 'f', 'masih', 'serame', 'biasa', 'julid', 'melulu']",apa sih anjing tertawa di shopee toko asing sudah tidak ada tiktok shop sudah ditutup masih ada saja yang protes tidak jelas amat kata ibu saya tanah abang masih rameeee anjing ibu saya baru kemarin ke sana di bodoh b bodoh a bodoh f masih serame biasanya julid melulu
"@tanyakanrl Gausah merasa paling tersakiti yah, yg jualan di tiktokshop &amp  toko online lain jg butuh duit, sejak kmrn tiktokshop tutup umkm yg jualan di tiktokshop kehilangan penghasilan juga. Lagian org2 gimana mau ke TA kalo bayar parkir aja mahal bgt kek dipalak",Negatif,"@tanyakanrl gausah merasa paling tersakiti yah, yg jualan di tiktokshop &amp  toko online lain jg butuh duit, sejak kmrn tiktokshop tutup umkm yg jualan di tiktokshop kehilangan penghasilan juga. lagian org2 gimana mau ke ta kalo bayar parkir aja mahal bgt kek dipalak",gausah merasa paling tersakiti yah yg jualan di tiktok shop amp toko online lain jg butuh duit sejak kmrn tiktok shop tutup umkm yg jualan di tiktok shop kehilangan penghasilan juga lagian org2 gimana mau ke ta kalo bayar parkir aja mahal bgt kek dipalak,"['gausah', 'merasa', 'paling', 'tersakiti', 'yah', 'yg', 'jualan', 'di', 'tiktok', 'shop', 'amp', 'toko', 'online', 'lain', 'jg', 'butuh', 'duit', 'sejak', 'kmrn', 'tiktok', 'shop', 'tutup', 'umkm', 'yg', 'jualan', 'di', 'tiktok', 'shop', 'kehilangan', 'penghasilan', 'juga', 'lagian', 'org2', 'gimana', 'mau', 'ke', 'ta', 'kalo', 'bayar', 'parkir', 'aja', 'mahal', 'bgt', 'kek', 'dipalak']","['gausah', 'merasa', 'paling', 'tersakiti', 'yah', 'yang', 'jualan', 'di', 'tiktok', 'shop', 'amp', 'toko', 'online', 'lain', 'juga', 'butuh', 'uang', 'sejak', 'kemarin', 'tiktok', 'shop', 'tutup', 'umkm', 'yang', 'jualan', 'di', 'tiktok', 'shop', 'kehilangan', 'penghasilan', 'juga', 'lagian', 'orang-orang', 'bagaimana', 'mau', 'ke', 'tanah abang', 'kalau', 'bayar', 'parkir', 'saja', 'mahal', 'sangat', 'seperti', 'dipalak']","['gausah', 'rasa', 'paling', 'sakit', 'yah', 'yang', 'jual', 'di', 'tiktok', 'shop', 'amp', 'toko', 'online', 'lain', 'juga', 'butuh', 'uang', 'sejak', 'kemarin', 'tiktok', 'shop', 'tutup', 'umkm', 'yang', 'jual', 'di', 'tiktok', 'shop', 'hilang', 'hasil', 'juga', 'lagi', 'orang', 'bagaimana', 'mau', 'ke', 'tanah abang', 'kalau', 'bayar', 'parkir', 'saja', 'mahal', 'sangat', 'seperti', 'palak']",gausah merasa paling tersakiti yah yang jualan di tiktok shop amp toko online lain juga butuh uang sejak kemarin tiktok shop tutup umkm yang jualan di tiktok shop kehilangan penghasilan juga lagian orang-orang bagaimana mau ke tanah abang kalau bayar parkir saja mahal sangat seperti dipalak
@tanyarlfes Karena duit tiktok shop ga bisa buat pemilu,Netral,@tanyarlfes karena duit tiktok shop ga bisa buat pemilu,karena duit tiktok shop ga bisa buat pemilu,"['karena', 'duit', 'tiktok', 'shop', 'ga', 'bisa', 'buat', 'pemilu']","['karena', 'uang', 'tiktok', 'shop', 'tidak', 'bisa', 'buat', 'pemilu']","['karena', 'uang', 'tiktok', 'shop', 'tidak', 'bisa', 'buat', 'milu']",karena uang tiktok shop tidak bisa buat pemilu
"@tanyakanrl okelah tiktokshop di tutup tapi kan olshop yang lain kayak si ijo itu udh dari lama adanya, namanya juga dagang pasti ada saingan, kerjaan tuh pasti ada +/- yg online ga di percaya karena takut barang palsu yang offline ngga di datengin karena ga ada waktu ga sempet atau kejauhan",Negatif,"@tanyakanrl okelah tiktokshop di tutup tapi kan olshop yang lain kayak si ijo itu udh dari lama adanya, namanya juga dagang pasti ada saingan, kerjaan tuh pasti ada +/- yg online ga di percaya karena takut barang palsu yang offline ngga di datengin karena ga ada waktu ga sempet atau kejauhan",okelah tiktok shop di tutup tapi kan olshop yang lain kayak si ijo itu udh dari lama adanya namanya juga dagang pasti ada saingan kerjaan tuh pasti ada yg online ga di percaya karena takut barang palsu yang offline ngga di datengin karena ga ada waktu ga sempet atau kejauhan,"['okelah', 'tiktok', 'shop', 'di', 'tutup', 'tapi', 'kan', 'olshop', 'yang', 'lain', 'kayak', 'si', 'ijo', 'itu', 'udh', 'dari', 'lama', 'adanya', 'namanya', 'juga', 'dagang', 'pasti', 'ada', 'saingan', 'kerjaan', 'tuh', 'pasti', 'ada', 'yg', 'online', 'ga', 'di', 'percaya', 'karena', 'takut', 'barang', 'palsu', 'yang', 'offline', 'ngga', 'di', 'datengin', 'karena', 'ga', 'ada', 'waktu', 'ga', 'sempet', 'atau', 'kejauhan']","['okelah', 'tiktok', 'shop', 'di', 'tutup', 'tetapi', 'kan', 'toko online', 'yang', 'lain', 'seperti', 'si', 'hijau', 'itu', 'sudah', 'dari', 'lama', 'adanya', 'namanya', 'juga', 'dagang', 'pasti', 'ada', 'saingan', 'kerjaan', 'tuh', 'pasti', 'ada', 'yang', 'online', 'tidak', 'di', 'percaya', 'karena', 'takut', 'barang', 'palsu', 'yang', 'offline', 'tidak', 'di', 'datengin', 'karena', 'tidak', 'ada', 'waktu', 'tidak', 'sempat', 'atau', 'kejauhan']","['oke', 'tiktok', 'shop', 'di', 'tutup', 'tetapi', 'kan', 'toko online', 'yang', 'lain', 'seperti', 'si', 'hijau', 'itu', 'sudah', 'dari', 'lama', 'ada', 'nama', 'juga', 'dagang', 'pasti', 'ada', 'saing', 'kerja', 'tuh', 'pasti', 'ada', 'yang', 'online', 'tidak', 'di', 'percaya', 'karena', 'takut', 'barang', 'palsu', 'yang', 'offline', 'tidak', 'di', 'datengin', 'karena', 'tidak', 'ada', 'waktu', 'tidak', 'sempat', 'atau', 'jauh']",okelah tiktok shop di tutup tetapi kan toko online yang lain seperti si hijau itu sudah dari lama adanya namanya juga dagang pasti ada saingan kerjaan tuh pasti ada yang online tidak di percaya karena takut barang palsu yang offline tidak di datengin karena tidak ada waktu tidak sempat atau kejauhan
"@tanyakanrl anjir kemarin liat video bapa kurir yg kehilangan kerja grg tiktok shop dihapus. coba bayangin shopee lazada dll dihapus, mau sebanyak apa pengangguran di negeri konoha ini? rezeki mah udh ada yg ngatur jgn takut (rada kesel jg kalo minta semua olshop di hapus mah) hhhhh ðŸ˜’",Negatif,"@tanyakanrl anjir kemarin liat video bapa kurir yg kehilangan kerja grg tiktok shop dihapus. coba bayangin shopee lazada dll dihapus, mau sebanyak apa pengangguran di negeri konoha ini? rezeki mah udh ada yg ngatur jgn takut (rada kesel jg kalo minta semua olshop di hapus mah) hhhhh ðÿ˜’",anjir kemarin liat video bapa kurir yg kehilangan kerja grg tiktok shop dihapus coba bayangin shopee lazada dll dihapus mau sebanyak apa pengangguran di negeri konoha ini rezeki mah udh ada yg ngatur jgn takut rada kesel jg kalo minta semua olshop di hapus mah hhhhh,"['anjir', 'kemarin', 'liat', 'video', 'bapa', 'kurir', 'yg', 'kehilangan', 'kerja', 'grg', 'tiktok', 'shop', 'dihapus', 'coba', 'bayangin', 'shopee', 'lazada', 'dll', 'dihapus', 'mau', 'sebanyak', 'apa', 'pengangguran', 'di', 'negeri', 'konoha', 'ini', 'rezeki', 'mah', 'udh', 'ada', 'yg', 'ngatur', 'jgn', 'takut', 'rada', 'kesel', 'jg', 'kalo', 'minta', 'semua', 'olshop', 'di', 'hapus', 'mah', 'hhhhh']","['anjing', 'kemarin', 'lihat', 'video', 'bapa', 'kurir', 'yang', 'kehilangan', 'kerja', 'grg', 'tiktok', 'shop', 'dihapus', 'coba', 'bayangin', 'shopee', 'lazada', 'dan lain-lain', 'dihapus', 'mau', 'sebanyak', 'apa', 'pengangguran', 'di', 'negeri', 'konoha', 'ini', 'rezeki', 'mah', 'sudah', 'ada', 'yang', 'mengatur', 'jangan', 'takut', 'rada', 'kesal', 'juga', 'kalau', 'minta', 'semua', 'toko online', 'di', 'hapus', 'mah', 'hhhhh']","['anjing', 'kemarin', 'lihat', 'video', 'bapa', 'kurir', 'yang', 'hilang', 'kerja', 'grg', 'tiktok', 'shop', 'hapus', 'coba', 'bayangin', 'shopee', 'lazada', 'dan lain', 'hapus', 'mau', 'banyak', 'apa', 'anggur', 'di', 'negeri', 'konoha', 'ini', 'rezeki', 'mah', 'sudah', 'ada', 'yang', 'atur', 'jangan', 'takut', 'rada', 'kesal', 'juga', 'kalau', 'minta', 'semua', 'toko online', 'di', 'hapus', 'mah', 'hhhhh']",anjing kemarin lihat video bapa kurir yang kehilangan kerja grg tiktok shop dihapus coba bayangin shopee lazada dan lain-lain dihapus mau sebanyak apa pengangguran di negeri konoha ini rezeki mah sudah ada yang mengatur jangan takut rada kesal juga kalau minta semua toko online di hapus mah hhhhh
@tanyakanrl yang mencari nafkah di tiktokshop/affiliate berbesar hati untuk ngikutin aturan pemerintah dan beradaptasi dengan berbagai macam cara agar tetap bisa jualan dan mencari nafkah. nah baiknya agar pedagang offline juga turut adaptasi dan belajar terhadap perkembangan teknologi. lajuâ€¦,Netral,@tanyakanrl yang mencari nafkah di tiktokshop/affiliate berbesar hati untuk ngikutin aturan pemerintah dan beradaptasi dengan berbagai macam cara agar tetap bisa jualan dan mencari nafkah. nah baiknya agar pedagang offline juga turut adaptasi dan belajar terhadap perkembangan teknologi. lajuâ€¦,yang mencari nafkah di tiktok shopaffiliate berbesar hati untuk ngikutin aturan pemerintah dan beradaptasi dengan berbagai macam cara agar tetap bisa jualan dan mencari nafkah nah baiknya agar pedagang offline juga turut adaptasi dan belajar terhadap perkembangan teknologi laju,"['yang', 'mencari', 'nafkah', 'di', 'tiktok', 'shopaffiliate', 'berbesar', 'hati', 'untuk', 'ngikutin', 'aturan', 'pemerintah', 'dan', 'beradaptasi', 'dengan', 'berbagai', 'macam', 'cara', 'agar', 'tetap', 'bisa', 'jualan', 'dan', 'mencari', 'nafkah', 'nah', 'baiknya', 'agar', 'pedagang', 'offline', 'juga', 'turut', 'adaptasi', 'dan', 'belajar', 'terhadap', 'perkembangan', 'teknologi', 'laju']","['yang', 'mencari', 'nafkah', 'di', 'tiktok', 'shopaffiliate', 'berbesar', 'hati', 'untuk', 'ngikutin', 'aturan', 'pemerintah', 'dan', 'beradaptasi', 'dengan', 'berbagai', 'macam', 'cara', 'agar', 'tetap', 'bisa', 'jualan', 'dan', 'mencari', 'nafkah', 'nah', 'baiknya', 'agar', 'pedagang', 'offline', 'juga', 'turut', 'adaptasi', 'dan', 'belajar', 'terhadap', 'perkembangan', 'teknologi', 'laju']","['yang', 'cari', 'nafkah', 'di', 'tiktok', 'shopaffiliate', 'besar', 'hati', 'untuk', 'ngikutin', 'atur', 'perintah', 'dan', 'adaptasi', 'dengan', 'bagai', 'macam', 'cara', 'agar', 'tetap', 'bisa', 'jual', 'dan', 'cari', 'nafkah', 'nah', 'baik', 'agar', 'dagang', 'offline', 'juga', 'turut', 'adaptasi', 'dan', 'ajar', 'hadap', 'kembang', 'teknologi', 'laju']",yang mencari nafkah di tiktok shopaffiliate berbesar hati untuk ngikutin aturan pemerintah dan beradaptasi dengan berbagai macam cara agar tetap bisa jualan dan mencari nafkah nah baiknya agar pedagang offline juga turut adaptasi dan belajar terhadap perkembangan teknologi laju
"@tanyakanrl Tiktok shop di hapus sih gue gak masalah yah, tp kalo shopee jangan sampe dehh",Netral,"@tanyakanrl tiktok shop di hapus sih gue gak masalah yah, tp kalo shopee jangan sampe dehh",tiktok shop di hapus sih gue gak masalah yah tp kalo shopee jangan sampe dehh,"['tiktok', 'shop', 'di', 'hapus', 'sih', 'gue', 'gak', 'masalah', 'yah', 'tp', 'kalo', 'shopee', 'jangan', 'sampe', 'dehh']","['tiktok', 'shop', 'di', 'hapus', 'sih', 'saya', 'tidak', 'masalah', 'yah', 'tetapi', 'kalau', 'shopee', 'jangan', 'sampai', 'dehh']","['tiktok', 'shop', 'di', 'hapus', 'sih', 'saya', 'tidak', 'masalah', 'yah', 'tetapi', 'kalau', 'shopee', 'jangan', 'sampai', 'dehh']",tiktok shop di hapus sih saya tidak masalah yah tetapi kalau shopee jangan sampai dehh
